datetime,anomaly,changepoint,source_group,source_file,PC1
2020-03-09 10:14:33,0.0,0.0,valve1,valve1_0.csv,4.027885882400402
2020-03-09 10:14:34,0.0,0.0,valve1,valve1_0.csv,4.5205565367062
2020-03-09 10:14:35,0.0,0.0,valve1,valve1_0.csv,4.676062591465397
2020-03-09 10:14:36,0.0,0.0,valve1,valve1_0.csv,4.799017891219967
2020-03-09 10:14:37,0.0,0.0,valve1,valve1_0.csv,4.310460621944539
2020-03-09 10:14:38,0.0,0.0,valve1,valve1_0.csv,4.701132442559882
2020-03-09 10:14:39,0.0,0.0,valve1,valve1_0.csv,4.532708719698998
2020-03-09 10:14:40,0.0,0.0,valve1,valve1_0.csv,4.73269531075827
2020-03-09 10:14:41,0.0,0.0,valve1,valve1_0.csv,5.02067251455617
2020-03-09 10:14:42,0.0,0.0,valve1,valve1_0.csv,4.732383808876213
2020-03-09 10:14:43,0.0,0.0,valve1,valve1_0.csv,4.946716830869197
2020-03-09 10:14:44,0.0,0.0,valve1,valve1_0.csv,4.459212293702338
2020-03-09 10:14:45,0.0,0.0,valve1,valve1_0.csv,4.261800698181938
2020-03-09 10:14:46,0.0,0.0,valve1,valve1_0.csv,4.106485251204916
2020-03-09 10:14:47,0.0,0.0,valve1,valve1_0.csv,4.261302699381284
2020-03-09 10:14:48,0.0,0.0,valve1,valve1_0.csv,3.8218383344309963
2020-03-09 10:14:49,0.0,0.0,valve1,valve1_0.csv,4.129553061094946
2020-03-09 10:14:50,0.0,0.0,valve1,valve1_0.csv,4.014521201792938
2020-03-09 10:14:52,0.0,0.0,valve1,valve1_0.csv,4.2460422468449215
2020-03-09 10:14:53,0.0,0.0,valve1,valve1_0.csv,4.452616661926136
2020-03-09 10:14:54,0.0,0.0,valve1,valve1_0.csv,4.278655942850523
2020-03-09 10:14:55,0.0,0.0,valve1,valve1_0.csv,4.5102527826813175
2020-03-09 10:14:56,0.0,0.0,valve1,valve1_0.csv,3.9928126273307463
2020-03-09 10:14:57,0.0,0.0,valve1,valve1_0.csv,4.662399937730172
2020-03-09 10:14:58,0.0,0.0,valve1,valve1_0.csv,4.617994304500063
2020-03-09 10:14:59,0.0,0.0,valve1,valve1_0.csv,4.617448051967536
2020-03-09 10:15:00,0.0,0.0,valve1,valve1_0.csv,4.9807108356690195
2020-03-09 10:15:01,0.0,0.0,valve1,valve1_0.csv,4.799559731576407
2020-03-09 10:15:02,0.0,0.0,valve1,valve1_0.csv,4.809450117887132
2020-03-09 10:15:03,0.0,0.0,valve1,valve1_0.csv,3.998297069972743
2020-03-09 10:15:04,0.0,0.0,valve1,valve1_0.csv,4.707239743367754
2020-03-09 10:15:05,0.0,0.0,valve1,valve1_0.csv,4.892638021649778
2020-03-09 10:15:06,0.0,0.0,valve1,valve1_0.csv,5.230112862461084
2020-03-09 10:15:07,0.0,0.0,valve1,valve1_0.csv,4.518212563820261
2020-03-09 10:15:08,0.0,0.0,valve1,valve1_0.csv,4.527545870892066
2020-03-09 10:15:09,0.0,0.0,valve1,valve1_0.csv,4.425560437195801
2020-03-09 10:15:10,0.0,0.0,valve1,valve1_0.csv,4.632969946361775
2020-03-09 10:15:11,0.0,0.0,valve1,valve1_0.csv,4.558124212955674
2020-03-09 10:15:12,0.0,0.0,valve1,valve1_0.csv,4.411785993438469
2020-03-09 10:15:13,0.0,0.0,valve1,valve1_0.csv,4.452986247239338
2020-03-09 10:15:15,0.0,0.0,valve1,valve1_0.csv,3.96141375533927
2020-03-09 10:15:16,0.0,0.0,valve1,valve1_0.csv,4.219263890280208
2020-03-09 10:15:17,0.0,0.0,valve1,valve1_0.csv,4.119844667661688
2020-03-09 10:15:18,0.0,0.0,valve1,valve1_0.csv,4.471820980975142
2020-03-09 10:15:19,0.0,0.0,valve1,valve1_0.csv,4.314855644620649
2020-03-09 10:15:20,0.0,0.0,valve1,valve1_0.csv,4.427052060100056
2020-03-09 10:15:21,0.0,0.0,valve1,valve1_0.csv,4.751049943795067
2020-03-09 10:15:22,0.0,0.0,valve1,valve1_0.csv,3.9748460692132834
2020-03-09 10:15:23,0.0,0.0,valve1,valve1_0.csv,4.864999266773805
2020-03-09 10:15:24,0.0,0.0,valve1,valve1_0.csv,4.543827142342438
2020-03-09 10:15:25,0.0,0.0,valve1,valve1_0.csv,5.011383724123394
2020-03-09 10:15:26,0.0,0.0,valve1,valve1_0.csv,4.703312970447674
2020-03-09 10:15:27,0.0,0.0,valve1,valve1_0.csv,4.593776647208712
2020-03-09 10:15:28,0.0,0.0,valve1,valve1_0.csv,4.612282533886707
2020-03-09 10:15:29,0.0,0.0,valve1,valve1_0.csv,3.9854660603021848
2020-03-09 10:15:30,0.0,0.0,valve1,valve1_0.csv,4.796231674382753
2020-03-09 10:15:31,0.0,0.0,valve1,valve1_0.csv,4.758651723875863
2020-03-09 10:15:32,0.0,0.0,valve1,valve1_0.csv,4.451610979303458
2020-03-09 10:15:33,0.0,0.0,valve1,valve1_0.csv,4.58182411505839
