datetime,anomaly,changepoint,source_group,source_file,PC1
2020-03-09 10:14:33,0.0,0.0,valve1,valve1_0.csv,3.701257099305639
2020-03-09 10:14:34,0.0,0.0,valve1,valve1_0.csv,4.198195766567574
2020-03-09 10:14:35,0.0,0.0,valve1,valve1_0.csv,4.067818670784636
2020-03-09 10:14:36,0.0,0.0,valve1,valve1_0.csv,4.15168417369574
2020-03-09 10:14:37,0.0,0.0,valve1,valve1_0.csv,3.8012022550385187
2020-03-09 10:14:38,0.0,0.0,valve1,valve1_0.csv,3.8886608866653494
2020-03-09 10:14:39,0.0,0.0,valve1,valve1_0.csv,3.7980896683929335
2020-03-09 10:14:40,0.0,0.0,valve1,valve1_0.csv,3.730904533969348
2020-03-09 10:14:41,0.0,0.0,valve1,valve1_0.csv,3.813472014177162
2020-03-09 10:14:42,0.0,0.0,valve1,valve1_0.csv,3.99772004594688
2020-03-09 10:14:43,0.0,0.0,valve1,valve1_0.csv,3.8681001490853597
2020-03-09 10:14:44,0.0,0.0,valve1,valve1_0.csv,4.161162292383664
2020-03-09 10:14:45,0.0,0.0,valve1,valve1_0.csv,4.146319437060608
2020-03-09 10:14:46,0.0,0.0,valve1,valve1_0.csv,3.6634811947487633
2020-03-09 10:14:47,0.0,0.0,valve1,valve1_0.csv,3.803654645512233
2020-03-09 10:14:48,0.0,0.0,valve1,valve1_0.csv,4.050113921549902
2020-03-09 10:14:49,0.0,0.0,valve1,valve1_0.csv,3.821187358195979
2020-03-09 10:14:50,0.0,0.0,valve1,valve1_0.csv,3.9561125226425067
2020-03-09 10:14:52,0.0,0.0,valve1,valve1_0.csv,3.826585281400369
2020-03-09 10:14:53,0.0,0.0,valve1,valve1_0.csv,4.0427709888565575
2020-03-09 10:14:54,0.0,0.0,valve1,valve1_0.csv,3.770489265148519
2020-03-09 10:14:55,0.0,0.0,valve1,valve1_0.csv,3.7502375578834366
2020-03-09 10:14:56,0.0,0.0,valve1,valve1_0.csv,4.019242218461319
2020-03-09 10:14:57,0.0,0.0,valve1,valve1_0.csv,4.131780166141745
2020-03-09 10:14:58,0.0,0.0,valve1,valve1_0.csv,3.892191300783757
2020-03-09 10:14:59,0.0,0.0,valve1,valve1_0.csv,3.728762927848299
2020-03-09 10:15:00,0.0,0.0,valve1,valve1_0.csv,4.062031238963791
2020-03-09 10:15:01,0.0,0.0,valve1,valve1_0.csv,3.9846028939749414
2020-03-09 10:15:02,0.0,0.0,valve1,valve1_0.csv,4.022756545664961
2020-03-09 10:15:03,0.0,0.0,valve1,valve1_0.csv,3.9815874999587817
2020-03-09 10:15:04,0.0,0.0,valve1,valve1_0.csv,3.7038844260988504
2020-03-09 10:15:05,0.0,0.0,valve1,valve1_0.csv,3.780113023067905
2020-03-09 10:15:06,0.0,0.0,valve1,valve1_0.csv,3.984113161056043
2020-03-09 10:15:07,0.0,0.0,valve1,valve1_0.csv,3.826071085548406
2020-03-09 10:15:08,0.0,0.0,valve1,valve1_0.csv,3.698952329433333
2020-03-09 10:15:09,0.0,0.0,valve1,valve1_0.csv,3.77501707686442
2020-03-09 10:15:10,0.0,0.0,valve1,valve1_0.csv,3.895862866064885
2020-03-09 10:15:11,0.0,0.0,valve1,valve1_0.csv,3.8775887433562453
2020-03-09 10:15:12,0.0,0.0,valve1,valve1_0.csv,4.303608239370366
2020-03-09 10:15:13,0.0,0.0,valve1,valve1_0.csv,3.9243430192007183
2020-03-09 10:15:15,0.0,0.0,valve1,valve1_0.csv,4.1209943478397095
2020-03-09 10:15:16,0.0,0.0,valve1,valve1_0.csv,3.9599123832061784
2020-03-09 10:15:17,0.0,0.0,valve1,valve1_0.csv,4.048598871772348
2020-03-09 10:15:18,0.0,0.0,valve1,valve1_0.csv,4.2516226674380535
2020-03-09 10:15:19,0.0,0.0,valve1,valve1_0.csv,4.113474883263684
2020-03-09 10:15:20,0.0,0.0,valve1,valve1_0.csv,4.158606711467055
2020-03-09 10:15:21,0.0,0.0,valve1,valve1_0.csv,4.176853457658276
2020-03-09 10:15:22,0.0,0.0,valve1,valve1_0.csv,4.181739880097958
2020-03-09 10:15:23,0.0,0.0,valve1,valve1_0.csv,3.967653493959998
2020-03-09 10:15:24,0.0,0.0,valve1,valve1_0.csv,4.1831522774341865
2020-03-09 10:15:25,0.0,0.0,valve1,valve1_0.csv,3.949144717431748
2020-03-09 10:15:26,0.0,0.0,valve1,valve1_0.csv,4.039366150785341
2020-03-09 10:15:27,0.0,0.0,valve1,valve1_0.csv,3.989151375284717
2020-03-09 10:15:28,0.0,0.0,valve1,valve1_0.csv,3.9345263099648204
2020-03-09 10:15:29,0.0,0.0,valve1,valve1_0.csv,3.771333650133521
2020-03-09 10:15:30,0.0,0.0,valve1,valve1_0.csv,3.959820343964643
2020-03-09 10:15:31,0.0,0.0,valve1,valve1_0.csv,4.339226886213949
2020-03-09 10:15:32,0.0,0.0,valve1,valve1_0.csv,3.671865328898528
2020-03-09 10:15:33,0.0,0.0,valve1,valve1_0.csv,4.105437502931137
2020-03-09 10:15:34,0.0,0.0,valve1,valve1_0.csv,3.9894184662987318
2020-03-09 10:15:35,0.0,0.0,valve1,valve1_0.csv,4.063904766106116
2020-03-09 10:15:37,0.0,0.0,valve1,valve1_0.csv,4.209512118944226
2020-03-09 10:15:38,0.0,0.0,valve1,valve1_0.csv,4.270384182455933
2020-03-09 10:15:39,0.0,0.0,valve1,valve1_0.csv,4.141913573474397
2020-03-09 10:15:40,0.0,0.0,valve1,valve1_0.csv,3.9149967202860796
2020-03-09 10:15:41,0.0,0.0,valve1,valve1_0.csv,3.9661188331221897
2020-03-09 10:15:42,0.0,0.0,valve1,valve1_0.csv,4.143268703704677
2020-03-09 10:15:43,0.0,0.0,valve1,valve1_0.csv,3.7699586260187146
2020-03-09 10:15:44,0.0,0.0,valve1,valve1_0.csv,4.102098820334393
2020-03-09 10:15:45,0.0,0.0,valve1,valve1_0.csv,3.75441129673824
2020-03-09 10:15:46,0.0,0.0,valve1,valve1_0.csv,4.176652413434008
2020-03-09 10:15:47,0.0,0.0,valve1,valve1_0.csv,3.798742863107238
2020-03-09 10:15:48,0.0,0.0,valve1,valve1_0.csv,3.8598833957508747
2020-03-09 10:15:49,0.0,0.0,valve1,valve1_0.csv,4.134241482262804
2020-03-09 10:15:50,0.0,0.0,valve1,valve1_0.csv,3.998236214304863
2020-03-09 10:15:51,0.0,0.0,valve1,valve1_0.csv,4.175766457525493
2020-03-09 10:15:52,0.0,0.0,valve1,valve1_0.csv,4.088894313698857
2020-03-09 10:15:53,0.0,0.0,valve1,valve1_0.csv,4.037945011293401
2020-03-09 10:15:54,0.0,0.0,valve1,valve1_0.csv,3.8034480724137114
2020-03-09 10:15:55,0.0,0.0,valve1,valve1_0.csv,3.9420282935476805
2020-03-09 10:15:56,0.0,0.0,valve1,valve1_0.csv,3.9872504505369917
2020-03-09 10:15:57,0.0,0.0,valve1,valve1_0.csv,3.780580875793104
2020-03-09 10:15:58,0.0,0.0,valve1,valve1_0.csv,4.112459239939722
2020-03-09 10:15:59,0.0,0.0,valve1,valve1_0.csv,3.899180282437813
2020-03-09 10:16:00,0.0,0.0,valve1,valve1_0.csv,4.157057592690784
2020-03-09 10:16:02,0.0,0.0,valve1,valve1_0.csv,3.9135530421615403
2020-03-09 10:16:03,0.0,0.0,valve1,valve1_0.csv,3.779661785227756
2020-03-09 10:16:04,0.0,0.0,valve1,valve1_0.csv,3.935876577975723
2020-03-09 10:16:05,0.0,0.0,valve1,valve1_0.csv,4.136073358655634
2020-03-09 10:16:06,0.0,0.0,valve1,valve1_0.csv,4.154574628162636
2020-03-09 10:16:07,0.0,0.0,valve1,valve1_0.csv,4.2667875172766445
2020-03-09 10:16:08,0.0,0.0,valve1,valve1_0.csv,4.294829841594049
2020-03-09 10:16:09,0.0,0.0,valve1,valve1_0.csv,4.128884357063754
2020-03-09 10:16:10,0.0,0.0,valve1,valve1_0.csv,3.903239064748623
2020-03-09 10:16:11,0.0,0.0,valve1,valve1_0.csv,4.041354844249879
2020-03-09 10:16:12,0.0,0.0,valve1,valve1_0.csv,4.039502721958744
2020-03-09 10:16:13,0.0,0.0,valve1,valve1_0.csv,4.425443851147162
2020-03-09 10:16:14,0.0,0.0,valve1,valve1_0.csv,4.0425091429027
2020-03-09 10:16:15,0.0,0.0,valve1,valve1_0.csv,4.211196120472475
2020-03-09 10:16:16,0.0,0.0,valve1,valve1_0.csv,4.156733569653642
2020-03-09 10:16:17,0.0,0.0,valve1,valve1_0.csv,4.175224018793748
2020-03-09 10:16:18,0.0,0.0,valve1,valve1_0.csv,3.949451302573318
2020-03-09 10:16:19,0.0,0.0,valve1,valve1_0.csv,4.322656470469393
2020-03-09 10:16:20,0.0,0.0,valve1,valve1_0.csv,3.8202446972763626
2020-03-09 10:16:21,0.0,0.0,valve1,valve1_0.csv,4.102424412449342
