DATETIME,ATT_FLAG,PC1
2016-07-04 00:00:00,0,-0.4057392192778629
2016-07-04 01:00:00,0,-1.0624812897641038
2016-07-04 02:00:00,0,-1.101280473474393
2016-07-04 03:00:00,0,1.6072540384276335
2016-07-04 04:00:00,0,1.2386261996131847
2016-07-04 05:00:00,0,-2.702815018434878
2016-07-04 06:00:00,0,0.6942718079815703
2016-07-04 07:00:00,0,0.5779891650772587
2016-07-04 08:00:00,0,-0.8315640058660617
2016-07-04 09:00:00,0,-3.625020220469865
2016-07-04 10:00:00,0,-2.8699443386718206
2016-07-04 11:00:00,0,-2.828618910071367
2016-07-04 12:00:00,0,-4.001255126389384
2016-07-04 13:00:00,0,-4.293461317100373
2016-07-04 14:00:00,0,-4.176731981202554
2016-07-04 15:00:00,0,-2.1663431887597002
2016-07-04 16:00:00,0,-1.7072798031823317
2016-07-04 17:00:00,0,-0.31013814681414653
2016-07-04 18:00:00,0,-0.010524163186490354
2016-07-04 19:00:00,0,-0.3537727480119758
2016-07-04 20:00:00,0,1.505406309931257
2016-07-04 21:00:00,0,-0.4093244824045056
2016-07-04 22:00:00,0,-0.6239919213995384
2016-07-04 23:00:00,0,-1.8890545105374426
2016-07-05 00:00:00,0,-1.9585597308794795
2016-07-05 01:00:00,0,-1.986348093213467
2016-07-05 02:00:00,0,-0.164558191125791
2016-07-05 03:00:00,0,3.650787053523724
2016-07-05 04:00:00,0,1.6568560786957447
2016-07-05 05:00:00,0,3.652336135880957
2016-07-05 06:00:00,0,6.339704111305408
2016-07-05 07:00:00,0,2.829618451993346
2016-07-05 08:00:00,0,0.808213137136308
2016-07-05 09:00:00,0,0.43083746119477717
2016-07-05 10:00:00,0,0.31112395058953346
2016-07-05 11:00:00,0,-1.0270138399166646
2016-07-05 12:00:00,0,-1.2655660578879127
2016-07-05 13:00:00,0,-0.9755050049310298
2016-07-05 14:00:00,0,0.6907450577085575
2016-07-05 15:00:00,0,2.5189853639939455
2016-07-05 16:00:00,0,4.257250645962872
2016-07-05 17:00:00,0,2.594885746206694
2016-07-05 18:00:00,0,1.0505114508948787
2016-07-05 19:00:00,0,2.7057284219783586
2016-07-05 20:00:00,0,-0.7962586775245797
2016-07-05 21:00:00,0,-0.9694327237050296
2016-07-05 22:00:00,0,-3.391782513021859
2016-07-05 23:00:00,0,-3.9418588271676382
2016-07-06 00:00:00,0,-3.9673869703815168
2016-07-06 01:00:00,0,-2.295191791963776
2016-07-06 02:00:00,0,-2.384009832472504
2016-07-06 03:00:00,0,1.30763402840664
2016-07-06 04:00:00,0,3.162957059241767
2016-07-06 05:00:00,0,6.216109864383904
2016-07-06 06:00:00,0,2.5756947197596087
2016-07-06 07:00:00,0,0.15513045670125203
2016-07-06 08:00:00,0,0.54756444987827
2016-07-06 09:00:00,0,2.8159073439958164
2016-07-06 10:00:00,0,0.13308502429440067
2016-07-06 11:00:00,0,0.4159809961266157
2016-07-06 12:00:00,0,0.8181286322517575
2016-07-06 13:00:00,0,2.641355163411042
2016-07-06 14:00:00,0,1.2099423347314648
2016-07-06 15:00:00,0,-0.37214244414582875
2016-07-06 16:00:00,0,-0.4313600085529664
2016-07-06 17:00:00,0,1.1326726121364692
2016-07-06 18:00:00,0,0.07876703117165049
2016-07-06 19:00:00,0,4.14264516643202
2016-07-06 20:00:00,0,-0.5106777207823125
2016-07-06 21:00:00,0,-1.186192436660718
2016-07-06 22:00:00,0,-1.6611758540803723
2016-07-06 23:00:00,0,-3.434443245923361
2016-07-07 00:00:00,0,-5.070254036058882
2016-07-07 01:00:00,0,-5.168818321443777
2016-07-07 02:00:00,0,-3.6779504486101255
2016-07-07 03:00:00,0,-1.0821920865459915
2016-07-07 04:00:00,0,2.493308645136602
2016-07-07 05:00:00,0,0.06751314312309574
2016-07-07 06:00:00,0,1.7746917534743976
2016-07-07 07:00:00,0,0.5384518723108367
2016-07-07 08:00:00,0,0.49501226622567013
2016-07-07 09:00:00,0,2.8117093553957497
2016-07-07 10:00:00,0,-1.8272324231948245
2016-07-07 11:00:00,0,-3.309564000909748
2016-07-07 12:00:00,0,-3.245862803801822
2016-07-07 13:00:00,0,-3.2629975845668784
2016-07-07 14:00:00,0,0.1882157672487231
2016-07-07 15:00:00,0,0.31406928113413174
2016-07-07 16:00:00,0,1.719434008932808
2016-07-07 17:00:00,0,1.693156441161074
2016-07-07 18:00:00,0,2.110367439394097
2016-07-07 19:00:00,0,2.2721879419069793
2016-07-07 20:00:00,0,-0.00930593624227398
2016-07-07 21:00:00,0,0.103704354025542
2016-07-07 22:00:00,0,-1.5403580480713972
2016-07-07 23:00:00,0,-2.0010534265070246
2016-07-08 00:00:00,0,-1.5411796359620462
2016-07-08 01:00:00,0,-1.488881102662074
2016-07-08 02:00:00,0,-1.2435177156044865
2016-07-08 03:00:00,0,3.9269376304742876
2016-07-08 04:00:00,0,4.170534423645758
2016-07-08 05:00:00,0,4.8737587732030265
2016-07-08 06:00:00,0,3.886148585284997
2016-07-08 07:00:00,0,1.3189399505006685
2016-07-08 08:00:00,0,1.2686248977313959
2016-07-08 09:00:00,0,-0.7679637050196477
2016-07-08 10:00:00,0,-1.1096868686230779
2016-07-08 11:00:00,0,-3.807310481805222
2016-07-08 12:00:00,0,-4.217396341460831
2016-07-08 13:00:00,0,-4.00910450853232
2016-07-08 14:00:00,0,-0.4087132356962902
2016-07-08 15:00:00,0,0.10034818359003979
2016-07-08 16:00:00,0,4.4187163850961975
2016-07-08 17:00:00,0,2.010981888371932
2016-07-08 18:00:00,0,0.2681258022218816
2016-07-08 19:00:00,0,0.348549385716
2016-07-08 20:00:00,0,0.04203740925298517
2016-07-08 21:00:00,0,-0.012521180697227532
2016-07-08 22:00:00,0,-1.4510580887178313
2016-07-08 23:00:00,0,-1.5737932641734935
2016-07-09 00:00:00,0,-1.6123811796210517
2016-07-09 01:00:00,0,0.29612236334146574
2016-07-09 02:00:00,0,0.8165007828016856
2016-07-09 03:00:00,0,2.3642419355398574
2016-07-09 04:00:00,0,6.988349279469659
2016-07-09 05:00:00,0,5.790758708536993
2016-07-09 06:00:00,0,-0.02110449023797357
2016-07-09 07:00:00,0,-0.5082123615231098
2016-07-09 08:00:00,0,-2.219357365440309
2016-07-09 09:00:00,0,-0.16046010330911598
2016-07-09 10:00:00,0,-3.0748947790359993
2016-07-09 11:00:00,0,-3.279778007739874
2016-07-09 12:00:00,0,-1.917600422172058
2016-07-09 13:00:00,0,-3.683622450945374
2016-07-09 14:00:00,0,-4.001280829577981
2016-07-09 15:00:00,0,-4.207126979565336
2016-07-09 16:00:00,0,-2.0802124694477646
2016-07-09 17:00:00,0,-2.297009558086379
2016-07-09 18:00:00,0,-2.1794319875034094
2016-07-09 19:00:00,0,-0.5725861395925838
2016-07-09 20:00:00,0,-0.40561723288390356
2016-07-09 21:00:00,0,-0.01937849645134545
2016-07-09 22:00:00,0,-3.9610861330663165
2016-07-09 23:00:00,0,-2.23477204120102
2016-07-10 00:00:00,0,-2.397325379610111
2016-07-10 01:00:00,0,-2.0707279913979564
2016-07-10 02:00:00,0,0.049936304697880504
2016-07-10 03:00:00,0,4.178431242302725
2016-07-10 04:00:00,0,4.1029856995301515
2016-07-10 05:00:00,0,2.028100446450006
2016-07-10 06:00:00,0,6.33755169850157
2016-07-10 07:00:00,0,6.5001141431515945
2016-07-10 08:00:00,0,2.5129588649258596
2016-07-10 09:00:00,0,1.4270623505836113
2016-07-10 10:00:00,0,-0.5912989699743053
2016-07-10 11:00:00,0,-0.9788391718074035
2016-07-10 12:00:00,0,-3.510156819028048
2016-07-10 13:00:00,0,-3.6737518102857107
2016-07-10 14:00:00,0,-3.9621921989025557
2016-07-10 15:00:00,0,-4.369075171313763
2016-07-10 16:00:00,0,-0.14387379813125606
2016-07-10 17:00:00,0,1.3793526245085108
2016-07-10 18:00:00,0,1.722936035832498
2016-07-10 19:00:00,0,-0.45768026900060027
2016-07-10 20:00:00,0,-0.3049530791077698
2016-07-10 21:00:00,0,-0.440046296795453
2016-07-10 22:00:00,0,-0.6875449769462055
2016-07-10 23:00:00,0,-2.0215204175037496
2016-07-11 00:00:00,0,-1.7133308697382457
2016-07-11 01:00:00,0,-1.5540273352372975
2016-07-11 02:00:00,0,2.2804398387260214
2016-07-11 03:00:00,0,6.428217315302938
2016-07-11 04:00:00,0,3.919883394802666
2016-07-11 05:00:00,0,2.650444977200664
2016-07-11 06:00:00,0,5.08715172714123
2016-07-11 07:00:00,0,5.589789412394438
2016-07-11 08:00:00,0,1.5549759720223315
2016-07-11 09:00:00,0,-0.5658729779965
2016-07-11 10:00:00,0,-1.0570684528851737
2016-07-11 11:00:00,0,-4.6354406128009265
2016-07-11 12:00:00,0,-5.061912760020757
2016-07-11 13:00:00,0,-5.070392669461981
2016-07-11 14:00:00,0,-5.687422384248321
2016-07-11 15:00:00,0,-0.1455246487951045
2016-07-11 16:00:00,0,1.4955626767080012
2016-07-11 17:00:00,0,-0.05297488706080265
2016-07-11 18:00:00,0,-2.05523251331053
2016-07-11 19:00:00,0,-1.886358155131254
2016-07-11 20:00:00,0,-2.0850715675341105
2016-07-11 21:00:00,0,-2.4509522234763392
2016-07-11 22:00:00,0,-3.9184020285322476
2016-07-11 23:00:00,0,-2.1229211202420735
2016-07-12 00:00:00,0,-2.1922305874036
2016-07-12 01:00:00,0,-1.9878496560734742
2016-07-12 02:00:00,0,-0.23838412555707839
2016-07-12 03:00:00,0,1.535267472636277
2016-07-12 04:00:00,0,5.8951569773344135
2016-07-12 05:00:00,0,5.9300689850816495
2016-07-12 06:00:00,0,2.179140471192512
2016-07-12 07:00:00,0,0.41129339464029857
2016-07-12 08:00:00,0,0.3947889016646536
2016-07-12 09:00:00,0,0.5024410956832602
2016-07-12 10:00:00,0,0.372409422985207
2016-07-12 11:00:00,0,-0.8977471413711309
2016-07-12 12:00:00,0,-1.0991344432290813
2016-07-12 13:00:00,0,0.9103949855055935
2016-07-12 14:00:00,0,1.3011789943154897
2016-07-12 15:00:00,0,6.578163993768402
2016-07-12 16:00:00,0,4.022166831332506
2016-07-12 17:00:00,0,0.9743051402819596
2016-07-12 18:00:00,0,-0.4424904644354327
2016-07-12 19:00:00,0,-0.6720597054912227
2016-07-12 20:00:00,0,-0.9958817641265699
2016-07-12 21:00:00,0,-3.7438560007312693
2016-07-12 22:00:00,0,-3.842976693122991
2016-07-12 23:00:00,0,-2.4840094813723494
2016-07-13 00:00:00,0,-2.5894827970811196
2016-07-13 01:00:00,0,-0.6026174364106601
2016-07-13 02:00:00,0,-2.017218853033083
2016-07-13 03:00:00,0,0.07109726175311412
2016-07-13 04:00:00,0,1.9329315824834776
2016-07-13 05:00:00,0,4.523081862849259
2016-07-13 06:00:00,0,4.625903992542543
2016-07-13 07:00:00,0,1.9177931544120281
2016-07-13 08:00:00,0,2.346862104560222
2016-07-13 09:00:00,0,2.121718119985842
2016-07-13 10:00:00,0,0.6704567018641179
2016-07-13 11:00:00,0,-0.7175394534986129
2016-07-13 12:00:00,0,-0.5787099510073384
2016-07-13 13:00:00,0,-0.5373998487716135
2016-07-13 14:00:00,0,-0.7055463651443801
2016-07-13 15:00:00,0,3.170844354759753
2016-07-13 16:00:00,0,1.5779617266063957
2016-07-13 17:00:00,0,1.2893200689862399
2016-07-13 18:00:00,0,2.96481159925631
2016-07-13 19:00:00,0,1.13240072293777
2016-07-13 20:00:00,0,-2.517000339048365
2016-07-13 21:00:00,0,-2.6543965982634545
2016-07-13 22:00:00,0,-5.196589354298818
2016-07-13 23:00:00,0,-5.559196111112748
2016-07-14 00:00:00,0,-4.2586161481889455
2016-07-14 01:00:00,0,-4.356313014791395
2016-07-14 02:00:00,0,-4.142832035784425
2016-07-14 03:00:00,0,-0.42992564095459296
2016-07-14 04:00:00,0,2.2877332761680984
2016-07-14 05:00:00,0,3.755004955013629
2016-07-14 06:00:00,0,1.5518881805033782
2016-07-14 07:00:00,0,0.07554671527901655
2016-07-14 08:00:00,0,-1.9250208938599176
2016-07-14 09:00:00,0,-1.9942117440517904
2016-07-14 10:00:00,0,-2.146745880770674
2016-07-14 11:00:00,0,-1.935802098163362
2016-07-14 12:00:00,0,-1.79041227759818
2016-07-14 13:00:00,0,-1.6452482729000721
2016-07-14 14:00:00,0,0.40417769200786074
2016-07-14 15:00:00,0,3.1540839055939847
2016-07-14 16:00:00,0,4.258460985618912
2016-07-14 17:00:00,0,1.7186717696493439
2016-07-14 18:00:00,0,1.8499410461893082
2016-07-14 19:00:00,0,0.05948025798301787
2016-07-14 20:00:00,0,0.1547213174526906
2016-07-14 21:00:00,0,-1.3191842985378182
2016-07-14 22:00:00,0,-1.4677006013588398
2016-07-14 23:00:00,0,-1.1593762828226606
2016-07-15 00:00:00,0,-1.0883632599619464
2016-07-15 01:00:00,0,-1.1924266355211735
2016-07-15 02:00:00,0,3.688479167908393
2016-07-15 03:00:00,0,6.302512391153797
2016-07-15 04:00:00,0,4.73105828348669
2016-07-15 05:00:00,0,2.4309102117232158
2016-07-15 06:00:00,0,3.410591570495586
2016-07-15 07:00:00,0,3.7868888865308805
2016-07-15 08:00:00,0,1.1686959913796167
2016-07-15 09:00:00,0,-0.7574336243304879
2016-07-15 10:00:00,0,-3.6312968276835536
2016-07-15 11:00:00,0,-3.619171035549434
2016-07-15 12:00:00,0,-2.269133295163954
2016-07-15 13:00:00,0,-2.2144841829859514
2016-07-15 14:00:00,0,-0.5114909032144744
2016-07-15 15:00:00,0,1.8082668330886935
2016-07-15 16:00:00,0,1.8500324363630707
2016-07-15 17:00:00,0,1.7330331076186614
2016-07-15 18:00:00,0,0.11769214756624809
2016-07-15 19:00:00,0,2.7677766242715274
2016-07-15 20:00:00,0,-0.1758314352570668
2016-07-15 21:00:00,0,-0.3092999906399888
2016-07-15 22:00:00,0,-1.8632249115199233
2016-07-15 23:00:00,0,-0.014658784125133342
2016-07-16 00:00:00,0,0.3361805604072831
